Quarter,Country,Industry,Value,Variable
2008.75,Norway,Total,90.293,GVA
2009.0,Norway,Total,88.643,GVA
2009.25,Norway,Total,87.85,GVA
2009.5,Norway,Total,88.127,GVA
2009.75,Norway,Total,87.995,GVA
2010.0,Norway,Total,89.276,GVA
2010.25,Norway,Total,88.93,GVA
2010.5,Norway,Total,87.392,GVA
2010.75,Norway,Total,88.809,GVA
2011.0,Norway,Total,89.06,GVA
2011.25,Norway,Total,88.791,GVA
2011.5,Norway,Total,89.776,GVA
2011.75,Norway,Total,89.747,GVA
2012.0,Norway,Total,92.019,GVA
2012.25,Norway,Total,92.068,GVA
2012.5,Norway,Total,91.066,GVA
2012.75,Norway,Total,91.628,GVA
2013.0,Norway,Total,91.99,GVA
2013.25,Norway,Total,92.48,GVA
2013.5,Norway,Total,92.947,GVA
2013.75,Norway,Total,92.837,GVA
2014.0,Norway,Total,93.82,GVA
2014.25,Norway,Total,94.227,GVA
2014.5,Norway,Total,94.553,GVA
2014.75,Norway,Total,95.259,GVA
2015.0,Norway,Total,95.7,GVA
2015.25,Norway,Total,96.06,GVA
2015.5,Norway,Total,96.8,GVA
2015.75,Norway,Total,96.133,GVA
2016.0,Norway,Total,96.542,GVA
2016.25,Norway,Total,96.68,GVA
2016.5,Norway,Total,96.279,GVA
2016.75,Norway,Total,97.878,GVA
2017.0,Norway,Total,98.533,GVA
2017.25,Norway,Total,99.73,GVA
2017.5,Norway,Total,100.357,GVA
2017.75,Norway,Total,99.907,GVA
2018.0,Norway,Total,100.036,GVA
2018.25,Norway,Total,100.305,GVA
2018.5,Norway,Total,101.058,GVA
2018.75,Norway,Total,101.021,GVA
2019.0,Norway,Total,100.607,GVA
2019.25,Norway,Total,101.513,GVA
2019.5,Norway,Total,102.138,GVA
2019.75,Norway,Total,103.091,GVA
2020.0,Norway,Total,102.266,GVA
2020.25,Norway,Total,96.91,GVA
2020.5,Norway,Total,100.053,GVA
2020.75,Norway,Total,100.771,GVA
2021.0,Norway,Total,102.746,GVA
2021.25,Norway,Total,101.233,GVA
2021.5,Norway,Total,106.08,GVA
2021.75,Norway,Total,105.704,GVA
2022.0,Norway,Total,105.545,GVA
2022.25,Norway,Total,107.014,GVA
2022.5,Norway,Total,110.076,GVA
2022.75,Norway,Total,108.144,GVA
2023.0,Norway,Total,108.416,GVA
2023.25,Norway,Total,107.405,GVA
2023.5,Norway,Total,106.536,GVA
2023.75,Norway,Total,109.898,GVA
2024.0,Norway,Total,110.239,GVA
2024.25,Norway,Total,112.269,GVA
2024.5,Norway,Total,110.295,GVA
2024.75,Norway,Total,109.768,GVA
1997.0,Poland,Total,43.489,GVA
1997.25,Poland,Total,44.065,GVA
1997.5,Poland,Total,44.274,GVA
1997.75,Poland,Total,44.961,GVA
1998.0,Poland,Total,45.715,GVA
1998.25,Poland,Total,45.753,GVA
1998.5,Poland,Total,46.217,GVA
1998.75,Poland,Total,46.523,GVA
1999.0,Poland,Total,46.886,GVA
1999.25,Poland,Total,47.596,GVA
1999.5,Poland,Total,48.631,GVA
1999.75,Poland,Total,49.238,GVA
2000.0,Poland,Total,49.644,GVA
2000.25,Poland,Total,50.454,GVA
2000.5,Poland,Total,50.19,GVA
2000.75,Poland,Total,51.015,GVA
2001.0,Poland,Total,50.959,GVA
2001.25,Poland,Total,50.823,GVA
2001.5,Poland,Total,51.274,GVA
2001.75,Poland,Total,51.283,GVA
2002.0,Poland,Total,51.611,GVA
2002.25,Poland,Total,51.874,GVA
2002.5,Poland,Total,52.097,GVA
2002.75,Poland,Total,52.422,GVA
2003.0,Poland,Total,52.732,GVA
2003.25,Poland,Total,53.298,GVA
2003.5,Poland,Total,54.353,GVA
2003.75,Poland,Total,54.69,GVA
2004.0,Poland,Total,55.681,GVA
2004.25,Poland,Total,56.471,GVA
2004.5,Poland,Total,56.843,GVA
2004.75,Poland,Total,57.743,GVA
2005.0,Poland,Total,56.29,GVA
2005.25,Poland,Total,58.664,GVA
2005.5,Poland,Total,58.995,GVA
2005.75,Poland,Total,59.725,GVA
2006.0,Poland,Total,60.778,GVA
2006.25,Poland,Total,61.929,GVA
2006.5,Poland,Total,63.191,GVA
2006.75,Poland,Total,62.007,GVA
2007.0,Poland,Total,65.086,GVA
2007.25,Poland,Total,65.654,GVA
2007.5,Poland,Total,66.711,GVA
2007.75,Poland,Total,67.437,GVA
2008.0,Poland,Total,68.235,GVA
2008.25,Poland,Total,68.957,GVA
2008.5,Poland,Total,68.896,GVA
2008.75,Poland,Total,69.343,GVA
2009.0,Poland,Total,69.95,GVA
2009.25,Poland,Total,70.249,GVA
2009.5,Poland,Total,71.128,GVA
2009.75,Poland,Total,71.802,GVA
2010.0,Poland,Total,72.095,GVA
2010.25,Poland,Total,72.693,GVA
2010.5,Poland,Total,73.257,GVA
2010.75,Poland,Total,74.22,GVA
2011.0,Poland,Total,75.317,GVA
2011.25,Poland,Total,76.482,GVA
2011.5,Poland,Total,77.339,GVA
2011.75,Poland,Total,77.889,GVA
2012.0,Poland,Total,78.072,GVA
2012.25,Poland,Total,77.822,GVA
2012.5,Poland,Total,77.966,GVA
2012.75,Poland,Total,78.029,GVA
2013.0,Poland,Total,77.595,GVA
2013.25,Poland,Total,78.436,GVA
2013.5,Poland,Total,78.779,GVA
2013.75,Poland,Total,79.225,GVA
2014.0,Poland,Total,80.506,GVA
2014.25,Poland,Total,80.953,GVA
2014.5,Poland,Total,81.725,GVA
2014.75,Poland,Total,82.327,GVA
2015.0,Poland,Total,83.626,GVA
2015.25,Poland,Total,84.31,GVA
2015.5,Poland,Total,85.534,GVA
2015.75,Poland,Total,86.38,GVA
2016.0,Poland,Total,86.056,GVA
2016.25,Poland,Total,87.533,GVA
2016.5,Poland,Total,87.821,GVA
2016.75,Poland,Total,89.47,GVA
2017.0,Poland,Total,90.649,GVA
2017.25,Poland,Total,91.327,GVA
2017.5,Poland,Total,92.816,GVA
2017.75,Poland,Total,93.838,GVA
2018.0,Poland,Total,95.752,GVA
2018.25,Poland,Total,97.103,GVA
2018.5,Poland,Total,98.452,GVA
2018.75,Poland,Total,99.662,GVA
2019.0,Poland,Total,100.775,GVA
2019.25,Poland,Total,101.858,GVA
2019.5,Poland,Total,102.604,GVA
2019.75,Poland,Total,103.09,GVA
2020.0,Poland,Total,103.712,GVA
2020.25,Poland,Total,94.44,GVA
2020.5,Poland,Total,100.923,GVA
2020.75,Poland,Total,100.925,GVA
2021.0,Poland,Total,103.415,GVA
2021.25,Poland,Total,105.662,GVA
2021.5,Poland,Total,107.494,GVA
2021.75,Poland,Total,109.712,GVA
2022.0,Poland,Total,112.634,GVA
2022.25,Poland,Total,112.586,GVA
2022.5,Poland,Total,113.682,GVA
2022.75,Poland,Total,111.188,GVA
2023.0,Poland,Total,112.823,GVA
2023.25,Poland,Total,112.52,GVA
2023.5,Poland,Total,114.779,GVA
2023.75,Poland,Total,114.639,GVA
2024.0,Poland,Total,114.831,GVA
2024.25,Poland,Total,116.365,GVA
2024.5,Poland,Total,116.093,GVA
2024.75,Poland,Total,117.53,GVA
1997.0,Romania,Total,51.912,GVA
1997.25,Romania,Total,49.443,GVA
1997.5,Romania,Total,50.201,GVA
1997.75,Romania,Total,49.967,GVA
1998.0,Romania,Total,45.898,GVA
1998.25,Romania,Total,46.808,GVA
1998.5,Romania,Total,48.843,GVA
1998.75,Romania,Total,49.023,GVA
1999.0,Romania,Total,49.069,GVA
1999.25,Romania,Total,48.212,GVA
1999.5,Romania,Total,47.727,GVA
1999.75,Romania,Total,46.668,GVA
2000.0,Romania,Total,48.607,GVA
2000.25,Romania,Total,48.901,GVA
2000.5,Romania,Total,48.524,GVA
2000.75,Romania,Total,50.922,GVA
2001.0,Romania,Total,51.267,GVA
2001.25,Romania,Total,51.43,GVA
2001.5,Romania,Total,52.383,GVA
2001.75,Romania,Total,53.222,GVA
2002.0,Romania,Total,54.314,GVA
2002.25,Romania,Total,55.598,GVA
2002.5,Romania,Total,54.397,GVA
2002.75,Romania,Total,54.526,GVA
2003.0,Romania,Total,54.913,GVA
2003.25,Romania,Total,56.651,GVA
2003.5,Romania,Total,56.356,GVA
2003.75,Romania,Total,55.902,GVA
2004.0,Romania,Total,58.996,GVA
2004.25,Romania,Total,60.392,GVA
2004.5,Romania,Total,63.402,GVA
2004.75,Romania,Total,64.777,GVA
2005.0,Romania,Total,62.891,GVA
2005.25,Romania,Total,63.721,GVA
2005.5,Romania,Total,64.621,GVA
2005.75,Romania,Total,66.28,GVA
2006.0,Romania,Total,67.685,GVA
2006.25,Romania,Total,69.223,GVA
2006.5,Romania,Total,70.582,GVA
2006.75,Romania,Total,71.899,GVA
2007.0,Romania,Total,73.184,GVA
2007.25,Romania,Total,73.872,GVA
2007.5,Romania,Total,74.089,GVA
2007.75,Romania,Total,77.856,GVA
2008.0,Romania,Total,78.474,GVA
2008.25,Romania,Total,81.272,GVA
2008.5,Romania,Total,83.176,GVA
2008.75,Romania,Total,84.461,GVA
2009.0,Romania,Total,74.591,GVA
2009.25,Romania,Total,76.546,GVA
2009.5,Romania,Total,79.512,GVA
2009.75,Romania,Total,82.193,GVA
2010.0,Romania,Total,74.629,GVA
2010.25,Romania,Total,75.631,GVA
2010.5,Romania,Total,71.57,GVA
2010.75,Romania,Total,74.809,GVA
2011.0,Romania,Total,76.753,GVA
2011.25,Romania,Total,78.264,GVA
2011.5,Romania,Total,78.167,GVA
2011.75,Romania,Total,76.178,GVA
2012.0,Romania,Total,79.752,GVA
2012.25,Romania,Total,80.112,GVA
2012.5,Romania,Total,78.352,GVA
2012.75,Romania,Total,77.338,GVA
2013.0,Romania,Total,77.542,GVA
2013.25,Romania,Total,78.704,GVA
2013.5,Romania,Total,80.134,GVA
2013.75,Romania,Total,80.45,GVA
2014.0,Romania,Total,81.199,GVA
2014.25,Romania,Total,81.041,GVA
2014.5,Romania,Total,83.651,GVA
2014.75,Romania,Total,84.141,GVA
2015.0,Romania,Total,83.859,GVA
2015.25,Romania,Total,85.181,GVA
2015.5,Romania,Total,84.667,GVA
2015.75,Romania,Total,85.143,GVA
2016.0,Romania,Total,86.482,GVA
2016.25,Romania,Total,86.893,GVA
2016.5,Romania,Total,87.731,GVA
2016.75,Romania,Total,87.281,GVA
2017.0,Romania,Total,91.916,GVA
2017.25,Romania,Total,94.122,GVA
2017.5,Romania,Total,95.87,GVA
2017.75,Romania,Total,95.759,GVA
2018.0,Romania,Total,97.069,GVA
2018.25,Romania,Total,99.477,GVA
2018.5,Romania,Total,101.519,GVA
2018.75,Romania,Total,101.299,GVA
2019.0,Romania,Total,101.003,GVA
2019.25,Romania,Total,103.738,GVA
2019.5,Romania,Total,103.834,GVA
2019.75,Romania,Total,105.978,GVA
2020.0,Romania,Total,103.195,GVA
2020.25,Romania,Total,95.068,GVA
2020.5,Romania,Total,98.682,GVA
2020.75,Romania,Total,103.055,GVA
2021.0,Romania,Total,105.086,GVA
2021.25,Romania,Total,105.093,GVA
2021.5,Romania,Total,105.406,GVA
2021.75,Romania,Total,105.031,GVA
2022.0,Romania,Total,107.559,GVA
2022.25,Romania,Total,108.202,GVA
2022.5,Romania,Total,108.372,GVA
2022.75,Romania,Total,109.622,GVA
2023.0,Romania,Total,108.307,GVA
2023.25,Romania,Total,110.638,GVA
2023.5,Romania,Total,112.367,GVA
2023.75,Romania,Total,111.666,GVA
2024.0,Romania,Total,111.029,GVA
2024.25,Romania,Total,111.989,GVA
2024.5,Romania,Total,109.901,GVA
2024.75,Romania,Total,110.179,GVA
1997.0,Sweden,Total,58.923,GVA
1997.25,Sweden,Total,60.002,GVA
1997.5,Sweden,Total,60.506,GVA
1997.75,Sweden,Total,61.378,GVA
1998.0,Sweden,Total,61.574,GVA
1998.25,Sweden,Total,62.431,GVA
1998.5,Sweden,Total,63.067,GVA
1998.75,Sweden,Total,63.771,GVA
1999.0,Sweden,Total,64.439,GVA
1999.25,Sweden,Total,64.584,GVA
1999.5,Sweden,Total,65.467,GVA
1999.75,Sweden,Total,66.401,GVA
2000.0,Sweden,Total,66.895,GVA
2000.25,Sweden,Total,68.579,GVA
2000.5,Sweden,Total,69.482,GVA
2000.75,Sweden,Total,70.198,GVA
2001.0,Sweden,Total,69.478,GVA
2001.25,Sweden,Total,69.385,GVA
2001.5,Sweden,Total,70.116,GVA
2001.75,Sweden,Total,70.408,GVA
2002.0,Sweden,Total,71.038,GVA
2002.25,Sweden,Total,71.746,GVA
2002.5,Sweden,Total,71.342,GVA
2002.75,Sweden,Total,71.412,GVA
2003.0,Sweden,Total,72.389,GVA
2003.25,Sweden,Total,72.414,GVA
2003.5,Sweden,Total,72.971,GVA
2003.75,Sweden,Total,73.57,GVA
2004.0,Sweden,Total,74.555,GVA
2004.25,Sweden,Total,75.445,GVA
2004.5,Sweden,Total,76.104,GVA
2004.75,Sweden,Total,76.62,GVA
2005.0,Sweden,Total,76.38,GVA
2005.25,Sweden,Total,77.37,GVA
2005.5,Sweden,Total,78.313,GVA
2005.75,Sweden,Total,78.67,GVA
2006.0,Sweden,Total,80.324,GVA
2006.25,Sweden,Total,81.271,GVA
2006.5,Sweden,Total,82.027,GVA
2006.75,Sweden,Total,83.139,GVA
2007.0,Sweden,Total,83.572,GVA
2007.25,Sweden,Total,84.403,GVA
2007.5,Sweden,Total,84.592,GVA
2007.75,Sweden,Total,85.222,GVA
2008.0,Sweden,Total,84.931,GVA
2008.25,Sweden,Total,84.459,GVA
2008.5,Sweden,Total,83.909,GVA
2008.75,Sweden,Total,80.641,GVA
2009.0,Sweden,Total,79.688,GVA
2009.25,Sweden,Total,79.616,GVA
2009.5,Sweden,Total,79.657,GVA
2009.75,Sweden,Total,80.048,GVA
2010.0,Sweden,Total,81.224,GVA
2010.25,Sweden,Total,83.913,GVA
2010.5,Sweden,Total,85.418,GVA
2010.75,Sweden,Total,86.287,GVA
2011.0,Sweden,Total,87.052,GVA
2011.25,Sweden,Total,87.651,GVA
2011.5,Sweden,Total,88.083,GVA
2011.75,Sweden,Total,86.476,GVA
2012.0,Sweden,Total,86.91,GVA
2012.25,Sweden,Total,87.608,GVA
2012.5,Sweden,Total,87.634,GVA
2012.75,Sweden,Total,87.051,GVA
2013.0,Sweden,Total,87.454,GVA
2013.25,Sweden,Total,87.639,GVA
2013.5,Sweden,Total,88.451,GVA
2013.75,Sweden,Total,89.407,GVA
2014.0,Sweden,Total,89.675,GVA
2014.25,Sweden,Total,90.019,GVA
2014.5,Sweden,Total,90.529,GVA
2014.75,Sweden,Total,91.561,GVA
2015.0,Sweden,Total,92.496,GVA
2015.25,Sweden,Total,94.138,GVA
2015.5,Sweden,Total,94.359,GVA
2015.75,Sweden,Total,95.216,GVA
2016.0,Sweden,Total,95.096,GVA
2016.25,Sweden,Total,95.671,GVA
2016.5,Sweden,Total,96.018,GVA
2016.75,Sweden,Total,96.02,GVA
2017.0,Sweden,Total,97.091,GVA
2017.25,Sweden,Total,97.336,GVA
2017.5,Sweden,Total,98.193,GVA
2017.75,Sweden,Total,98.673,GVA
2018.0,Sweden,Total,98.989,GVA
2018.25,Sweden,Total,99.635,GVA
2018.5,Sweden,Total,99.825,GVA
2018.75,Sweden,Total,101.052,GVA
2019.0,Sweden,Total,101.642,GVA
2019.25,Sweden,Total,102.693,GVA
2019.5,Sweden,Total,102.715,GVA
2019.75,Sweden,Total,103.533,GVA
2020.0,Sweden,Total,103.699,GVA
2020.25,Sweden,Total,94.763,GVA
2020.5,Sweden,Total,99.593,GVA
2020.75,Sweden,Total,101.945,GVA
2021.0,Sweden,Total,104.601,GVA
2021.25,Sweden,Total,105.346,GVA
2021.5,Sweden,Total,105.775,GVA
2021.75,Sweden,Total,108.177,GVA
2022.0,Sweden,Total,106.999,GVA
2022.25,Sweden,Total,108.056,GVA
2022.5,Sweden,Total,108.551,GVA
2022.75,Sweden,Total,107.793,GVA
2023.0,Sweden,Total,108.545,GVA
2023.25,Sweden,Total,107.934,GVA
2023.5,Sweden,Total,108.385,GVA
2023.75,Sweden,Total,107.769,GVA
2024.0,Sweden,Total,108.533,GVA
2024.25,Sweden,Total,108.778,GVA
2024.5,Sweden,Total,109.469,GVA
2024.75,Sweden,Total,110.321,GVA
1997.0,UK,Total,74.68760075,OPH
1997.25,UK,Total,75.00455404,OPH
1997.5,UK,Total,75.40097474,OPH
1997.75,UK,Total,76.47981278,OPH
1998.0,UK,Total,76.72702058,OPH
1998.25,UK,Total,77.26681036,OPH
1998.5,UK,Total,77.27333743,OPH
1998.75,UK,Total,78.28137879,OPH
1999.0,UK,Total,78.34560632,OPH
1999.25,UK,Total,78.47941821,OPH
1999.5,UK,Total,79.44783952,OPH
1999.75,UK,Total,80.4270219,OPH
2000.0,UK,Total,82.47956864,OPH
2000.25,UK,Total,82.15321924,OPH
2000.5,UK,Total,82.66401163,OPH
2000.75,UK,Total,82.59232362,OPH
2001.0,UK,Total,83.57418526,OPH
2001.25,UK,Total,83.33370404,OPH
2001.5,UK,Total,83.82975287,OPH
2001.75,UK,Total,84.14603021,OPH
2002.0,UK,Total,84.5023824,OPH
2002.25,UK,Total,85.22003483,OPH
2002.5,UK,Total,85.27944346,OPH
2002.75,UK,Total,85.82808847,OPH
2003.0,UK,Total,86.41810589,OPH
2003.25,UK,Total,86.98211499,OPH
2003.5,UK,Total,87.67857555,OPH
2003.75,UK,Total,88.83509336,OPH
2004.0,UK,Total,88.19853735,OPH
2004.25,UK,Total,88.94926933,OPH
2004.5,UK,Total,88.98635951,OPH
2004.75,UK,Total,88.47818893,OPH
2005.0,UK,Total,89.12826832,OPH
2005.25,UK,Total,90.04416002,OPH
2005.5,UK,Total,90.23589249,OPH
2005.75,UK,Total,91.18084544,OPH
2006.0,UK,Total,91.47411701,OPH
2006.25,UK,Total,91.89637664,OPH
2006.5,UK,Total,91.9199483,OPH
2006.75,UK,Total,92.00792286,OPH
2007.0,UK,Total,92.80536183,OPH
2007.25,UK,Total,93.14216597,OPH
2007.5,UK,Total,93.55017031,OPH
2007.75,UK,Total,94.04080142,OPH
2008.0,UK,Total,93.4419195,OPH
2008.25,UK,Total,94.12578629,OPH
2008.5,UK,Total,92.60332969,OPH
2008.75,UK,Total,91.14515571,OPH
2009.0,UK,Total,90.89007613,OPH
2009.25,UK,Total,90.85262553,OPH
2009.5,UK,Total,91.38805918,OPH
2009.75,UK,Total,91.66219868,OPH
2010.0,UK,Total,92.73399482,OPH
2010.25,UK,Total,92.99375255,OPH
2010.5,UK,Total,93.05151846,OPH
2010.75,UK,Total,92.74110803,OPH
2011.0,UK,Total,92.9457176,OPH
2011.25,UK,Total,94.00931348,OPH
2011.5,UK,Total,93.77026581,OPH
2011.75,UK,Total,94.0633633,OPH
2012.0,UK,Total,94.01862818,OPH
2012.25,UK,Total,93.27013048,OPH
2012.5,UK,Total,93.25162707,OPH
2012.75,UK,Total,92.86307151,OPH
2013.0,UK,Total,92.98413643,OPH
2013.25,UK,Total,93.3893555,OPH
2013.5,UK,Total,92.92960526,OPH
2013.75,UK,Total,93.34693217,OPH
2014.0,UK,Total,93.30292122,OPH
2014.25,UK,Total,93.31410977,OPH
2014.5,UK,Total,93.80786726,OPH
2014.75,UK,Total,93.85695661,OPH
2015.0,UK,Total,93.75560873,OPH
2015.25,UK,Total,94.36315289,OPH
2015.5,UK,Total,94.58756605,OPH
2015.75,UK,Total,93.20730484,OPH
2016.0,UK,Total,94.120678,OPH
2016.25,UK,Total,94.5041989,OPH
2016.5,UK,Total,94.76501772,OPH
2016.75,UK,Total,95.08980392,OPH
2017.0,UK,Total,95.30859266,OPH
2017.25,UK,Total,95.3769539,OPH
2017.5,UK,Total,96.85404842,OPH
2017.75,UK,Total,97.22978807,OPH
2018.0,UK,Total,96.8454136,OPH
2018.25,UK,Total,96.87937281,OPH
2018.5,UK,Total,96.36428542,OPH
2018.75,UK,Total,96.54170852,OPH
2019.0,UK,Total,95.85114929,OPH
2019.25,UK,Total,96.21515409,OPH
2019.5,UK,Total,97.49533131,OPH
2019.75,UK,Total,97.83594829,OPH
2020.0,UK,Total,97.44513254,OPH
2020.25,UK,Total,94.53268282,OPH
2020.5,UK,Total,102.4865479,OPH
2020.75,UK,Total,97.61422649,OPH
2021.0,UK,Total,98.71393699,OPH
2021.25,UK,Total,100.0989022,OPH
2021.5,UK,Total,99.04240082,OPH
2021.75,UK,Total,100.048252,OPH
2022.0,UK,Total,100.1368279,OPH
2022.25,UK,Total,99.85912501,OPH
2022.5,UK,Total,100.0073236,OPH
2022.75,UK,Total,99.99672348,OPH
2023.0,UK,Total,99.36391601,OPH
2023.25,UK,Total,99.54002591,OPH
2023.5,UK,Total,100.08086,OPH
2023.75,UK,Total,99.22360718,OPH
2024.0,UK,Total,98.82985824,OPH
2024.25,UK,Total,98.63124101,OPH
2024.5,UK,Total,97.63641179,OPH
1997.0,UK,Total,77.91392883,OPW
1997.25,UK,Total,78.2666235,OPW
1997.5,UK,Total,78.67386757,OPW
1997.75,UK,Total,79.57654197,OPW
1998.0,UK,Total,80.10217061,OPW
1998.25,UK,Total,80.55199397,OPW
1998.5,UK,Total,80.51311602,OPW
1998.75,UK,Total,80.79084035,OPW
1999.0,UK,Total,81.08402867,OPW
1999.25,UK,Total,81.25193451,OPW
1999.5,UK,Total,82.2723411,OPW
1999.75,UK,Total,83.17211637,OPW
2000.0,UK,Total,83.97504444,OPW
2000.25,UK,Total,84.34697815,OPW
2000.5,UK,Total,84.67123802,OPW
2000.75,UK,Total,85.31020757,OPW
2001.0,UK,Total,85.82093177,OPW
2001.25,UK,Total,85.87502774,OPW
2001.5,UK,Total,86.20988215,OPW
2001.75,UK,Total,86.13639658,OPW
2002.0,UK,Total,86.32407065,OPW
2002.25,UK,Total,86.23819495,OPW
2002.5,UK,Total,86.91933684,OPW
2002.75,UK,Total,87.06658633,OPW
2003.0,UK,Total,87.62852687,OPW
2003.25,UK,Total,88.0610364,OPW
2003.5,UK,Total,88.78156372,OPW
2003.75,UK,Total,89.36352896,OPW
2004.0,UK,Total,89.13911252,OPW
2004.25,UK,Total,89.538737,OPW
2004.5,UK,Total,89.63313971,OPW
2004.75,UK,Total,89.71584685,OPW
2005.0,UK,Total,90.09366951,OPW
2005.25,UK,Total,90.88515178,OPW
2005.5,UK,Total,91.32538273,OPW
2005.75,UK,Total,92.41678696,OPW
2006.0,UK,Total,92.41931664,OPW
2006.25,UK,Total,92.54229592,OPW
2006.5,UK,Total,92.4507596,OPW
2006.75,UK,Total,92.81548186,OPW
2007.0,UK,Total,93.83785951,OPW
2007.25,UK,Total,94.17912374,OPW
2007.5,UK,Total,94.46654207,OPW
2007.75,UK,Total,94.45917805,OPW
2008.0,UK,Total,94.70214259,OPW
2008.25,UK,Total,94.22562752,OPW
2008.5,UK,Total,93.20440538,OPW
2008.75,UK,Total,91.34306798,OPW
2009.0,UK,Total,90.03716189,OPW
2009.25,UK,Total,90.52319956,OPW
2009.5,UK,Total,90.63479546,OPW
2009.75,UK,Total,90.83828476,OPW
2010.0,UK,Total,92.06734586,OPW
2010.25,UK,Total,92.54414433,OPW
2010.5,UK,Total,92.45901619,OPW
2010.75,UK,Total,92.73259263,OPW
2011.0,UK,Total,92.61129164,OPW
2011.25,UK,Total,92.65606091,OPW
2011.5,UK,Total,93.50983104,OPW
2011.75,UK,Total,93.50966235,OPW
2012.0,UK,Total,93.9990231,OPW
2012.25,UK,Total,93.22058398,OPW
2012.5,UK,Total,93.85275044,OPW
2012.75,UK,Total,93.2739328,OPW
2013.0,UK,Total,93.69316704,OPW
2013.25,UK,Total,94.04249022,OPW
2013.5,UK,Total,94.15867401,OPW
2013.75,UK,Total,94.17219862,OPW
2014.0,UK,Total,94.23167346,OPW
2014.25,UK,Total,94.61492986,OPW
2014.5,UK,Total,95.03103956,OPW
2014.75,UK,Total,95.30421825,OPW
2015.0,UK,Total,94.81542985,OPW
2015.25,UK,Total,95.4446619,OPW
2015.5,UK,Total,95.02632624,OPW
2015.75,UK,Total,94.85968394,OPW
2016.0,UK,Total,95.21270987,OPW
2016.25,UK,Total,95.31668076,OPW
2016.5,UK,Total,95.60808681,OPW
2016.75,UK,Total,96.20717659,OPW
2017.0,UK,Total,96.72782139,OPW
2017.25,UK,Total,96.94995324,OPW
2017.5,UK,Total,97.48433722,OPW
2017.75,UK,Total,97.80982141,OPW
2018.0,UK,Total,97.32619472,OPW
2018.25,UK,Total,97.39348371,OPW
2018.5,UK,Total,97.59491223,OPW
2018.75,UK,Total,97.20481348,OPW
2019.0,UK,Total,97.5991552,OPW
2019.25,UK,Total,97.36719847,OPW
2019.5,UK,Total,98.40569964,OPW
2019.75,UK,Total,98.00400586,OPW
2020.0,UK,Total,95.84518219,OPW
2020.25,UK,Total,77.26838592,OPW
2020.5,UK,Total,91.11608116,OPW
2020.75,UK,Total,92.76704847,OPW
2021.0,UK,Total,91.64084011,OPW
2021.25,UK,Total,97.779705,OPW
2021.5,UK,Total,98.50649889,OPW
2021.75,UK,Total,99.76371131,OPW
2022.0,UK,Total,100.2649479,OPW
2022.25,UK,Total,99.79537852,OPW
2022.5,UK,Total,100.0941459,OPW
2022.75,UK,Total,99.84552762,OPW
2023.0,UK,Total,99.35973083,OPW
2023.25,UK,Total,99.25046043,OPW
2023.5,UK,Total,99.21146927,OPW
2023.75,UK,Total,98.79558602,OPW
2024.0,UK,Total,99.66410538,OPW
2024.25,UK,Total,99.52296643,OPW
2024.5,UK,Total,98.80424348,OPW
1997.0,Germany,Total,78.047,OPH
1997.25,Germany,Total,78.326,OPH
1997.5,Germany,Total,78.543,OPH
1997.75,Germany,Total,79.337,OPH
1998.0,Germany,Total,80.137,OPH
1998.25,Germany,Total,79.425,OPH
1998.5,Germany,Total,79.359,OPH
1998.75,Germany,Total,79.337,OPH
1999.0,Germany,Total,80.287,OPH
1999.25,Germany,Total,80.157,OPH
1999.5,Germany,Total,81.078,OPH
1999.75,Germany,Total,81.273,OPH
2000.0,Germany,Total,82.089,OPH
2000.25,Germany,Total,82.644,OPH
2000.5,Germany,Total,82.739,OPH
2000.75,Germany,Total,82.448,OPH
2001.0,Germany,Total,84.427,OPH
2001.25,Germany,Total,84.345,OPH
2001.5,Germany,Total,84.567,OPH
2001.75,Germany,Total,84.507,OPH
2002.0,Germany,Total,84.329,OPH
2002.25,Germany,Total,84.804,OPH
2002.5,Germany,Total,85.758,OPH
2002.75,Germany,Total,86.029,OPH
2003.0,Germany,Total,85.233,OPH
2003.25,Germany,Total,85.682,OPH
2003.5,Germany,Total,86.383,OPH
2003.75,Germany,Total,86.91,OPH
2004.0,Germany,Total,86.413,OPH
2004.25,Germany,Total,87.309,OPH
2004.5,Germany,Total,87.012,OPH
2004.75,Germany,Total,87.238,OPH
2005.0,Germany,Total,88.258,OPH
2005.25,Germany,Total,88.285,OPH
2005.5,Germany,Total,88.576,OPH
2005.75,Germany,Total,88.366,OPH
2006.0,Germany,Total,88.979,OPH
2006.25,Germany,Total,89.657,OPH
2006.5,Germany,Total,89.934,OPH
2006.75,Germany,Total,90.419,OPH
2007.0,Germany,Total,90.317,OPH
2007.25,Germany,Total,90.479,OPH
2007.5,Germany,Total,90.935,OPH
2007.75,Germany,Total,91.042,OPH
2008.0,Germany,Total,91.139,OPH
2008.25,Germany,Total,91.111,OPH
2008.5,Germany,Total,90.829,OPH
2008.75,Germany,Total,89.912,OPH
2009.0,Germany,Total,86.577,OPH
2009.25,Germany,Total,87.908,OPH
2009.5,Germany,Total,88.564,OPH
2009.75,Germany,Total,89.476,OPH
2010.0,Germany,Total,89.143,OPH
2010.25,Germany,Total,90.332,OPH
2010.5,Germany,Total,90.724,OPH
2010.75,Germany,Total,90.645,OPH
2011.0,Germany,Total,91.949,OPH
2011.25,Germany,Total,92.25,OPH
2011.5,Germany,Total,92.574,OPH
